1,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,1,
0,0,3,
1,1,1,
1,0,0,
0,0,2,
2,0,0,
1,5,1,
1,0,0,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
0,0,3,
2,1,1,
8,2,1,
5,0,0,
0,1,0,
1,0,0,
1,0,0,
1,0,0,
0,4,0,
1,0,0,
0,0,1,
2,2,1,
0,0,1,
1,0,0,
1,1,1,
1,0,0,
0,1,0,
0,1,0,
0,1,0,
0,1,1,
1,0,0,
0,0,1,
3,2,1,
0,0,1,
0,0,1,
1,0,0,
0,1,0,
0,1,1,
0,1,0,
0,1,0,
0,1,0,
1,1,0,
0,0,1,
0,0,1,
1,0,0,
1,0,0,
1,0,0,
2,1,0,
1,1,0,
0,1,0,
1,1,0,
1,0,0,
0,0,1,
1,1,0,
0,1,0,
6,3,5,
3,0,0,
0,1,1,
1,0,0,
0,2,1,
1,0,0,
1,1,1,
1,0,0,
1,0,0,
1,0,0,
1,0,1,
1,0,0,
1,0,0,
1,0,0,
1,1,0,
1,1,0,
0,1,0,
2,0,2,
1,2,2,
4,0,1,
1,0,0,
1,1,0,
1,0,0,
0,1,0,
1,0,0,
0,1,1,
0,1,0,
0,1,0,
1,0,0,
3,0,2,
0,1,0,
0,1,0,
0,1,0,
0,1,0,
0,0,1,
2,1,2,
1,1,1,
6,6,1,
0,1,1,
0,1,1,
1,0,1,
2,0,0,
1,0,0,
0,0,3,
1,0,0,
2,1,0,
0,0,1,
1,1,1,
0,1,0,
0,0,1,
1,0,0,
0,0,1,
2,0,0,
1,1,1,
1,1,1,
0,0,1,
0,3,0,
2,0,0,
1,0,0,
0,0,1,
0,0,1,
1,1,0,
0,0,1,
2,0,0,
1,0,0,
3,0,1,
0,1,0,
0,2,4,
1,0,0,
0,0,1,
0,0,1,
3,0,0,
0,1,1,
0,1,0,
1,0,1,
0,1,1,
1,1,0,
0,0,1,
1,0,1,
0,1,1,
1,1,1,
3,3,3,
1,1,0,
2,1,1,
1,1,1,
0,1,0,
2,4,2,
0,0,1,
1,0,0,
1,0,0,
0,0,1,
0,1,0,
0,0,1,
27,27,21,
4,4,2,
9,8,2,
1,1,1,
0,0,1,
0,0,1,
0,0,2,
1,1,0,
0,0,4,
44,42,34,
1,0,1,
1,1,1,
3,0,0,
0,0,2,
0,1,0,
2,0,0,
1,1,0,
2,0,0,
2,1,0,
0,1,0,
0,0,1,
2,0,0,
1,0,0,
7,8,6,
0,0,1,
1,0,0,
0,0,1,
1,1,0,
2,1,0,
1,0,0,
4,2,3,
1,0,0,
3,0,0,
1,0,0,
0,0,1,
0,0,1,
0,0,1,
0,1,0,
1,1,0,
1,0,0,
14,8,2,
2,0,0,
0,0,1,
1,0,1,
1,1,0,
1,1,1,
1,0,0,
1,0,0,
1,0,0,
38,37,33,
6,6,3,
0,0,1,
0,0,1,
1,1,0,
0,1,1,
1,1,0,
4,4,3,
1,0,0,
10,8,8,
0,0,1,
2,2,2,
0,0,0,
0,1,0,
0,1,0,
0,1,0,
1,0,0,
0,1,0,
0,1,1,
6,5,5,
1,1,0,
1,0,0,
1,1,1,
0,0,1,
0,0,1,
0,1,1,
10,3,3,
1,12,10,
1,1,0,
1,1,0,
0,0,1,
3,3,2,
1,1,1,
3,1,1,
6,3,5,
0,1,1,
5,4,4,
0,1,0,
1,0,0,
0,1,1,
1,0,0,
1,0,0,
0,0,1,
0,0,1,
1,0,0,
1,1,0,
1,1,1,
5,3,3,
0,0,1,
0,0,1,
1,1,1,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
1,1,0,
0,1,1,
0,1,0,
0,1,1,
1,1,1,
1,1,1,
1,1,1,
1,1,2,
0,1,1,
1,1,1,
1,1,1,
1,1,1,
1,1,0,
1,0,1,
1,0,0,
1,1,1,
1,1,1,
1,1,1,
1,0,0,
1,1,0,
0,1,1,
0,0,1,
0,0,1,
2,3,1,
0,1,1,
1,1,1,
1,1,0,
1,1,1,
1,1,1,
0,0,1,
0,1,1,
0,0,1,
0,1,0,
0,0,1,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
0,0,1,
1,0,0,
1,0,0,
1,0,0,
1,1,1,
1,0,0,
0,0,1,
1,0,0,
1,1,1,
1,0,0,
0,0,1,
0,1,1,
0,0,1,
0,0,1,
0,0,1,
0,1,1,
0,1,1,
0,1,1,
0,2,1,
0,1,1,
0,1,1,
1,1,1,
1,0,0,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
46,43,0,
1,0,0,
1,1,0,
1,1,0,
1,1,1,
1,1,1,
2,3,2,
1,1,0,
1,0,0,
3,4,3,
3,3,3,
1,0,1,
2,0,1,
0,1,0,
6,5,4,
1,1,1,
1,0,0,
1,1,0,
1,1,1,
1,0,0,
1,3,5,
1,0,1,
1,2,0,
0,0,1,
10,0,0,
3,3,2,
2,2,1,
0,1,0,
1,1,0,
8,5,2,
1,1,0,
0,1,0,
1,1,1,
0,0,0,
1,6,1,
1,0,0,
1,0,0,
0,0,1,
0,0,1,
2,2,2,
0,0,1,
2,1,2,
1,1,0,
0,0,2,
1,0,1,
1,0,1,
0,0,1,
0,0,1,
1,0,0,
5,3,3,
0,0,0,
0,1,0,
0,1,0,
0,1,0,
0,1,0,
1,1,1,
2,2,1,
1,0,0,
0,1,0,
1,0,0,
1,1,0,
1,0,1,
1,0,0,
0,1,1,
0,1,0,
1,2,0,
1,0,0,
0,0,1,
0,1,1,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
1,0,0,
0,1,0,
0,0,1,
1,0,0,
2,1,2,
1,1,0,
1,0,0,
1,0,0,
0,1,0,
0,1,0,
0,1,0,
1,0,0,
0,1,0,
0,1,0,
1,0,0,
0,0,1,
0,1,0,
0,1,0,
1,0,1,
0,1,0,
1,0,1,
0,0,0,
1,0,0,
0,1,0,
0,0,1,
0,0,1,
1,1,0,
1,0,0,
0,1,0,
0,2,2,
0,1,0,
0,0,1,
1,0,1,
1,0,0,
0,0,1,
0,1,1,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,2,
1,0,0,
0,0,0,
1,1,0,
0,0,1,
0,0,1,
1,0,0,
0,0,1,
1,0,0,
0,0,1,
0,1,0,
0,0,1,
1,1,1,
1,0,0,
3,1,1,
1,1,1,
2,2,2,
0,1,0,
0,0,1,
3,3,3,
3,3,3,
9,9,10,
1,1,1,
1,1,0,
4,4,5,
2,1,0,
0,0,1,
1,1,1,
0,0,1,
0,0,1,
0,0,1,
0,0,1,
1,0,0,
0,2,1,
2,1,2,
1,0,0,
0,1,1,
2,3,2,
0,1,0,
0,1,2,
1,0,0,
1,0,1,
1,0,0,
1,0,0,
0,1,0,
2,0,1,
0,1,0,
0,1,0,
0,1,0,
0,1,1,
1,0,0,
0,0,1,
1,0,0,
0,4,1,
0,1,0,
0,0,1,
1,1,1,
2,0,0,
0,1,1,
0,0,1,
0,0,1,
0,1,0,
1,1,0,
1,0,0,
2,3,3,
1,0,0,
1,1,1,
0,1,0,
0,2,0,
0,1,0,
0,1,0,
0,1,0,
0,0,1,
1,0,0,
0,0,1,
3,16,6,
1,1,0,
0,0,1,
3,2,3,
2,1,1,
0,0,0,
7,3,5,
2,2,1,
1,1,0,
1,0,0,
3,4,3,
1,1,1,
0,1,1,
0,14,1,
0,0,1,
1,0,0,
1,0,0,
0,1,0,
0,0,1,
0,0,1,
0,0,1,
0,1,2,
1,1,0,
0,0,1,
1,0,0,
10,9,9,
0,0,1,
2,2,2,
1,0,1,
5,4,4,
1,1,1,
1,0,0,
0,0,1,
4,3,3,
0,4,0,
0,1,0,
1,0,0,
0,0,1,
0,0,2,
0,0,1,
0,0,2,
0,0,1,
4,0,0,
0,0,2,
1,0,0,
0,0,0,
1,1,1,
1,1,1,
0,0,1,
2,2,1,
1,1,1,
1,1,0,
1,0,1,
2,2,1,
1,1,1,
8,8,6,
0,0,1,
1,1,1,
1,1,1,
2,1,1,
0,0,1,
0,1,0,
1,1,1,
2,1,0,
0,1,1,
5,2,1,
0,0,1,
0,0,1,
1,1,0,
0,0,1,
0,0,1,
1,0,0,
4,0,0,
0,1,1,
0,3,1,
1,0,0,
0,1,0,
0,2,0,
1,0,0,
0,1,0,
2,5,2,
1,0,0,
0,1,0,
1,0,0,
0,1,1,
1,0,0,
0,1,0,
0,0,3,
1,0,0,
4,0,0,
1,0,0,
1,0,0,
0,1,0,
1,0,2,
1,1,0,
0,1,0,
0,0,1,
0,0,1,
1,0,0,
1,0,0,
0,0,1,
1,0,0,
1,0,0,
1,0,0,
0,0,1,
2,3,0,
1,0,0,
1,0,0,
7,0,0,
0,1,0,
0,2,0,
0,1,0,
0,1,0,
1,0,0,
0,1,0,
0,0,1,
0,2,0,
0,0,1,
0,0,1,
0,0,2,
1,0,0,
0,1,0,
1,0,0,
1,0,0,
1,0,0,
0,0,1,
1,0,0,
0,0,1,
0,1,3,
2,0,1,
1,1,0,
0,1,0,
0,1,0,
0,1,0,
0,1,0,
0,0,1,
0,1,0,
0,1,0,
0,1,0,
0,0,1,
2,1,0,
0,2,0,
1,2,0,
0,0,1,
4,1,0,
0,0,1,
0,0,1,
2,0,0,
1,0,0,
0,0,1,
0,1,0,
0,1,0,
0,2,0,
1,0,0,
0,0,1,
0,0,1,
0,0,1,
0,1,0,
0,0,1,
0,1,0,
3,0,0,
0,2,0,
1,1,0,
1,1,0,
2,1,0,
1,0,1,
2,2,2,
1,1,0,
1,1,0,
5,3,1,
2,2,1,
1,1,1,
3,2,1,
1,1,1,
1,1,1,
2,1,1,
3,1,2,
1,1,1,
1,1,0,
0,1,0,
0,4,5,
0,2,1,
0,1,1,
0,1,1,
1,0,0,
0,0,1,
0,0,2,
0,0,1,
0,1,0,
0,1,0,
0,6,0,
0,1,0,
0,1,0,
1,0,0,
12,1,0,
1,0,0,
2,0,1,
1,1,0,
1,6,7,
0,1,0,
1,0,0,
0,1,0,
0,1,1,
1,0,0,
1,0,0,
1,0,0,
0,0,1,
1,1,1,
0,1,0,
0,0,2,
1,1,0,
1,0,0,
0,1,0,
1,1,1,
3,0,0,
0,0,1,
1,0,0,
12,11,5,
1,1,1,
5,5,4,
1,1,1,
5,3,3,
0,0,1,
2,2,2,
1,1,0,
0,1,0,
0,0,1,
0,1,1,
0,1,0,
1,0,0,
4,5,1,
3,0,3,
1,0,1,
1,0,1,
1,0,0,
2,8,0,
0,1,1,
1,5,1,
1,2,1,
1,1,1,
1,0,0,
2,3,2,
1,0,0,
0,1,0,
1,0,1,
2,4,0,
3,1,1,
3,1,2,
1,0,0,
4,1,1,
1,3,2,
1,1,0,
0,0,1,
2,1,0,
0,0,1,
0,1,1,
0,0,1,
0,0,1,
1,0,0,
1,1,0,
0,1,0,
2,0,1,
0,0,1,
1,1,1,
2,5,2,
2,4,0,
1,0,0,
0,1,0,
1,0,0,
1,0,0,
0,0,1,
1,0,0,
11,7,3,
1,1,0,
0,2,0,
0,0,1,
0,0,1,
0,0,1,
7,3,1,
0,0,3,
2,0,0,
1,1,1,
3,1,1,
0,1,0,
1,0,0,
1,1,1,
6,6,1,
2,0,3,
1,0,0,
1,2,0,
6,6,3,
1,1,1,
1,1,1,
1,1,1,
1,1,0,
0,1,1,
0,2,1,
1,0,0,
0,1,1,
2,1,1,
0,1,1,
0,0,5,
0,0,3,
2,2,2,
1,0,0,
8,7,6,
4,3,3,
1,0,0,
1,1,0,
0,0,1,
1,1,0,
7,6,6,
7,7,5,
0,2,0,
1,0,0,
2,2,0,
4,8,4,
0,0,1,
0,0,1,
7,0,3,
0,1,1,
1,0,0,
1,1,0,
0,0,1,
3,3,1,
1,0,0,
1,2,1,
2,1,1,
1,0,0,
1,0,0,
0,1,1,
0,0,1,
1,0,0,
0,0,1,
0,0,1,
0,0,2,
1,0,1,
1,0,0,
1,0,0,
1,0,1,
0,0,1,
1,0,0,
0,0,2,
11,2,7,
6,0,0,
0,4,3,
0,8,1,
0,1,0,
0,0,1,
0,0,1,
1,2,1,
0,2,1,
0,1,1,
0,0,1,
0,1,0,
0,1,0,
0,1,0,
0,1,6,
0,2,1,
0,1,0,
0,0,1,
0,1,0,
1,0,0,
0,1,3,
0,0,1,
0,1,0,
0,1,0,
1,0,0,
1,3,1,
0,1,0,
0,1,1,
